distance,X,Y,Z,V,max,may,maz,mav
61.959,-0.387861,-2.896984,-6.517017,7.142441,-0.973,-3.693,-9.379,10.144
61.979,-0.636858,-1.810017,-6.133945,6.427055,-0.67,-3.226,-8.212,8.86
62,-0.766145,-2.025495,-7.924808,8.215362,-0.716,-2.586,-7.484,7.969
62.019,-1.163582,-3.083732,-10.424355,10.933,-0.739,-2.454,-7.75,8.179
62.039,-1.005565,-4.218584,-10.812215,11.649532,-0.893,-2.784,-8.824,9.306
62.059,-0.766145,-4.094085,-9.514558,10.386304,-0.925,-3.355,-9.669,10.296
62.079,0.430956,-4.31914,-8.968679,9.96383,-0.626,-3.929,-9.93,10.733
62.099,-0.761356,-3.529053,-9.56723,10.225741,-0.526,-4.04,-9.716,10.556
62.119,-0.368707,-3.562572,-8.24563,8.989899,-0.366,-3.876,-9.074,9.891
62.139,-1.240196,-2.193089,-7.991845,8.379577,-0.485,-3.401,-8.693,9.39
62.161,-0.306458,-2.576161,-6.593631,7.085654,-0.669,-2.965,-8.1,8.67
62.179,-0.699107,-1.80044,-7.043741,7.303741,-0.654,-2.533,-7.469,7.94
62.199,-0.952892,-2.691083,-8.705317,9.161468,-0.8,-2.315,-7.584,7.983
62.219,-1.077391,-3.490746,-10.778696,11.380965,-0.759,-2.64,-8.28,8.733
62.24,-1.11091,-4.232949,-10.984597,11.82427,-0.96,-3.054,-9.378,9.918
62.259,-1.403002,-3.648763,-10.026917,10.762014,-1.136,-3.516,-10.124,10.782
62.279,-0.90022,-3.533842,-8.063671,8.849928,-1.123,-3.727,-9.963,10.704
62.299,-0.943315,-2.5187,-7.627927,8.088199,-1.089,-3.484,-9.176,9.881
62.32,-0.684742,-2.331953,-7.311892,7.705234,-0.983,-3.008,-8.258,8.851
62.339,-0.684742,-1.94888,-8.719683,8.96102,-0.803,-2.583,-7.931,8.401
62.359,-1.000776,-3.371036,-8.78672,9.464243,-0.828,-2.543,-8.112,8.555
62.379,-1.091756,-2.916138,-8.236053,8.805019,-0.866,-2.642,-8.264,8.734
62.399,-0.440533,-3.39019,-8.298303,8.974925,-0.804,-2.907,-8.51,9.051
62.419,-1.25935,-3.44765,-10.251971,10.889222,-0.948,-3.281,-8.893,9.533
62.439,-1.063026,-3.979163,-10.654198,11.422596,-0.964,-3.433,-9.36,10.023
62.459,-1.857901,-3.667917,-10.817003,11.572077,-1.155,-3.621,-10.005,10.715
62.479,-1.240196,-3.485958,-7.958326,8.776386,-1.355,-3.645,-9.92,10.665
62.499,-0.952892,-2.346318,-7.632715,8.041863,-1.279,-3.37,-9.266,9.953
62.519,-0.914585,-2.288857,-7.465121,7.861511,-1.241,-2.947,-8.468,9.063
62.539,-1.067814,-2.097321,-9.437943,9.72696,-1.044,-2.555,-8.124,8.602
62.559,-1.666364,-2.652776,-9.753978,10.244709,-1.15,-2.346,-8.572,8.969
62.579,-1.407791,-2.322376,-9.404425,9.788693,-1.264,-2.34,-9.015,9.405
62.599,-0.502782,-2.485181,-8.331821,8.709085,-1.161,-2.389,-9.232,9.617
62.619,-0.47884,-2.576161,-9.787497,10.132175,-1.014,-2.509,-9.319,9.719
62.639,-1.455675,-3.08852,-9.433155,10.032066,-0.961,-2.618,-9.239,9.666
62.659,-1.063026,-2.418144,-9.251195,9.620917,-0.875,-2.642,-9.201,9.624
62.679,-0.694318,-2.63841,-9.083601,9.484466,-0.923,-2.68,-9.389,9.817
62.699,-1.302446,-1.704672,-9.844957,10.075984,-1.129,-2.462,-9.403,9.803
62.72,-0.995988,-2.710236,-8.264784,8.754657,-1.014,-2.368,-9.111,9.484
62.739,-0.416591,-2.03986,-7.450756,7.736171,-0.852,-2.273,-8.661,9.013
62.759,-0.972046,-2.427721,-7.364564,7.815082,-0.922,-2.221,-8.231,8.595
62.779,-1.283292,-2.624045,-9.500193,9.939121,-0.917,-2.45,-8.145,8.561
62.801,-1.441309,-3.821146,-10.94629,11.683313,-1.028,-2.728,-8.815,9.293
62.819,-1.719037,-3.404555,-11.51611,12.131236,-1.354,-3.069,-9.832,10.392
62.839,-0.684742,-3.548207,-9.174581,9.860607,-1.282,-3.349,-10.284,10.904
62.859,-0.943315,-2.011129,-7.800309,8.110444,-1.197,-3.196,-9.859,10.446
62.88,-1.077391,-1.651999,-6.631939,6.918995,-1.106,-2.654,-8.781,9.255
62.899,-0.828394,-1.034295,-7.958326,8.067897,-0.883,-2.061,-7.891,8.24
62.919,-1.163582,-2.274492,-8.796297,9.159808,-1.003,-1.743,-7.797,8.064
62.939,-0.59855,-2.154782,-10.955867,11.181787,-0.917,-1.779,-8.586,8.832
62.959,-1.249773,-3.921702,-11.947066,12.636221,-0.96,-2.346,-9.914,10.261
62.979,-1.058237,-3.677494,-10.58716,11.257521,-1.018,-3.007,-10.572,11.059
62.999,-0.153229,-3.830723,-7.627927,8.537165,-0.765,-3.396,-10.28,10.903
63.019,0.746991,-1.939303,-7.388506,7.675215,-0.429,-3.342,-9.388,10.027
63.039,-0.612916,-2.327164,-10.381259,10.656542,-0.269,-2.944,-8.996,9.532
63.059,-2.27928,-3.251326,-11.99495,12.635073,-0.575,-2.837,-9.348,9.876
63.079,-0.78051,-2.657564,-8.753201,9.180979,-0.731,-2.544,-9.629,10.037
63.099,0.124498,-2.044648,-8.255207,8.505559,-0.887,-2.57,-9.846,10.245
63.119,-0.23942,-2.284068,-7.599196,7.938644,-0.794,-2.559,-9.151,9.565
63.139,-1.149217,-1.766921,-9.595961,9.824722,-0.511,-2.188,-8.551,8.862
63.159,-2.030283,-2.360683,-9.801862,10.284521,-0.824,-2.114,-8.813,9.138
63.179,-0.919373,-2.303222,-8.681376,9.028641,-1.085,-2.179,-8.92,9.269
63.199,-0.895431,-2.327164,-8.418014,8.779547,-1.249,-2.189,-9.124,9.479
63.219,-1.177947,-2.983175,-10.424355,10.906606,-1.256,-2.494,-9.331,9.75
63.239,-0.588974,-4.003105,-10.702082,11.441429,-0.895,-2.904,-9.556,10.039
63.259,-1.077391,-2.983175,-10.213664,10.694814,-0.935,-3.074,-9.94,10.456
63.279,0.114922,-2.829947,-7.848193,8.343616,-0.682,-3.2,-9.797,10.347
63.299,-0.134075,-1.73819,-7.321469,7.526167,-0.421,-2.889,-9.021,9.502
63.319,-0.124498,-1.810017,-6.435614,6.686463,-0.305,-2.34,-7.955,8.313
63.339,-0.138864,-1.805228,-8.595184,8.78381,-0.071,-2.046,-7.55,7.835
63.359,-0.177171,-3.318364,-10.448297,10.964024,-0.144,-2.168,-8.2,8.49
63.379,-0.608127,-3.586514,-12.330139,12.855553,-0.262,-2.63,-9.452,9.822
63.399,-0.675165,-4.486734,-11.659762,12.511462,-0.4,-3.299,-10.758,11.279
63.419,-0.411803,-3.74932,-9.725247,10.431079,-0.468,-3.785,-11.041,11.691
63.44,-0.296881,-2.935291,-8.451532,8.951674,-0.498,-3.689,-10.542,11.187
63.459,-1.254562,-1.810017,-8.968679,9.235112,-0.66,-3.245,-9.701,10.282
63.479,-1.125275,-2.513912,-8.24563,8.69347,-0.772,-2.752,-8.848,9.328
63.499,-0.497994,-2.236184,-8.465898,8.770402,-0.794,-2.374,-8.533,8.913
63.52,-0.469264,-2.810793,-7.383718,7.914547,-0.837,-2.343,-8.266,8.653
63.539,0.339977,-2.686294,-9.701305,10.072095,-0.438,-2.562,-8.449,8.863
63.559,-1.628057,-4.204218,-11.889606,12.715689,-0.564,-2.984,-9.36,9.868
63.579,-1.441309,-3.663129,-12.057199,12.68353,-0.8,-3.341,-10.258,10.846
63.6,-0.92895,-3.093309,-9.011775,9.573066,-0.915,-3.412,-10.665,11.261
63.619,-0.172383,-1.728614,-7.594408,7.790561,-1.043,-3.172,-10.138,10.691
63.639,-0.78051,-1.254562,-7.489063,7.633425,-0.831,-2.435,-9.038,9.42
63.659,-1.283292,-1.493982,-9.160215,9.369545,-0.791,-1.893,-8.314,8.592
63.679,-0.679953,-2.853889,-9.591172,10.029836,-0.729,-1.833,-8.459,8.706
63.699,-0.80924,-2.365471,-9.734824,10.050727,-0.888,-1.992,-8.994,9.271
63.719,-0.363919,-3.308787,-9.44752,10.016793,-0.784,-2.506,-9.483,9.867
63.739,-0.694318,-3.39019,-10.563218,11.115621,-0.637,-2.98,-9.834,10.303
63.76,-0.684742,-3.974375,-10.414778,11.168354,-0.638,-3.26,-10.04,10.588
63.779,-0.833182,-2.566584,-8.475474,8.894673,-0.644,-3.31,-9.725,10.299
63.799,-0.205901,-2.126051,-6.574478,6.912759,-0.605,-3.014,-9.007,9.523
63.819,-0.952892,-1.824382,-7.493851,7.771369,-0.669,-2.623,-8.24,8.687
63.84,-1.302446,-2.595315,-9.509769,9.943226,-0.824,-2.278,-8.013,8.381
63.859,-1.278504,-3.122039,-10.357317,10.89292,-0.935,-2.417,-8.484,8.88
63.879,-0.818817,-3.438074,-9.02614,9.693401,-1.088,-2.745,-9.097,9.575
63.899,-0.761356,-3.093309,-8.121132,8.723589,-1.04,-3.062,-9.254,9.813
63.92,-0.349553,-3.222595,-7.560889,8.226442,-0.802,-3.219,-8.766,9.384
63.939,-1.096544,-2.925714,-10.43872,10.896288,-0.757,-3.17,-8.787,9.385
63.959,-1.924938,-3.763685,-10.041282,10.894864,-1.033,-3.251,-9.041,9.685
63.979,-1.072602,-2.418144,-9.150639,9.525339,-1.111,-3.083,-9.298,9.886
63.999,-0.876278,-2.528277,-7.671022,8.124323,-1.243,-2.909,-9.325,9.86
64.019,-0.488417,-2.288857,-8.418014,8.737298,-1.091,-2.75,-8.82,9.32
64.039,-1.565808,-3.117251,-9.323022,9.954283,-1.001,-2.588,-8.641,9.085
64.059,-1.843535,-2.806004,-10.036493,10.58317,-1.194,-2.685,-8.862,9.35
64.082,-0.976834,-3.141193,-8.054094,8.699985,-1.219,-2.838,-8.958,9.494
64.099,-0.579397,-2.882619,-7.867347,8.398829,-1.241,-2.987,-8.82,9.409
64.119,-0.316035,-3.074155,-7.742848,8.336787,-0.929,-2.976,-8.425,9.005
64.139,-1.335965,-2.925714,-10.34774,10.836066,-0.802,-3.006,-8.503,9.068
64.159,-1.977611,-4.663905,-9.696517,10.940082,-1.052,-3.387,-8.914,9.628
64.179,-0.086191,-3.945644,-8.657434,9.514552,-0.929,-3.652,-9.111,9.907
64.199,-0.177171,-3.366248,-8.513782,9.156827,-0.894,-3.725,-9.304,10.112
64.219,-0.933739,-3.801992,-8.408437,9.275172,-0.794,-3.944,-8.819,9.722
64.239,-0.512359,-4.065354,-8.762778,9.673464,-0.427,-3.795,-8.586,9.405
64.259,-0.871489,-4.242526,-9.32781,10.284287,-0.624,-3.869,-8.753,9.597
64.279,0.129287,-5.468357,-10.122684,11.506015,-0.547,-4.395,-9.155,10.185
64.299,-0.205901,-4.826711,-12.224793,13.144774,-0.365,-4.651,-10.11,11.152
64.32,-0.426168,-4.003105,-11.190498,11.892591,-0.344,-4.635,-10.716,11.707
64.339,-0.92895,-2.557007,-8.408437,8.837593,-0.358,-4.214,-10.487,11.345
64.359,-0.794875,-1.68073,-5.521029,5.825671,-0.589,-3.267,-9.336,9.925
64.379,-0.35913,-1.177947,-6.493075,6.608824,-0.627,-2.355,-7.903,8.291
64.4,-2.13084,-1.56102,-10.864887,11.18137,-1.053,-1.744,-7.822,8.113
64.419,-3.1795,-3.035848,-14.221559,14.885507,-1.616,-1.864,-9.275,9.625
64.439,-2.99754,-4.065354,-12.531252,13.510908,-2.167,-2.46,-11.028,11.547
64.459,-1.331176,-4.74052,-6.105214,7.843354,-2.41,-3.351,-10.931,11.855
64.48,0.794875,-3.711013,-2.073379,4.32462,-1.678,-3.888,-8.733,10.141
64.499,2.959233,-1.714248,-2.96881,4.528746,-0.144,-3.558,-5.92,7.552
64.519,0.335188,-3.093309,-9.241618,9.751329,0.69,-3.315,-5.097,6.612
64.539,-1.862689,-5.12838,-12.057199,13.234271,0.557,-3.412,-6.585,7.96
64.559,0.268151,-3.926491,-10.19451,10.927821,0.425,-3.466,-8.616,9.611
64.579,0.995988,-3.351882,-9.476251,10.100813,-0.066,-3.875,-10.242,11.004
64.599,0.124498,-4.027047,-11.109096,11.817132,-0.119,-4.108,-10.709,11.52
64.619,-1.278504,-4.448427,-12.521675,13.349734,0.028,-3.938,-10.825,11.549
64.639,-1.235408,-3.883395,-12.100295,12.768091,-0.348,-3.928,-11.302,12.009
64.659,-0.799663,-3.280056,-8.772355,9.399598,-0.797,-3.91,-11.126,11.834
64.679,0.943315,-2.480393,-6.272809,6.811044,-0.593,-3.523,-9.917,10.582
64.699,-0.387861,-2.331953,-7.805098,8.155243,-0.37,-2.994,-8.738,9.284
64.72,-0.067038,-3.385401,-9.639056,10.216499,-0.078,-2.869,-8.122,8.646
64.739,-0.761356,-3.040636,-10.405201,10.867076,-0.068,-2.81,-8.531,9.012
64.759,-0.220267,-3.481169,-9.562442,10.178769,-0.359,-3.06,-9.353,9.854
64.779,-0.656011,-3.174711,-8.226477,8.842175,-0.426,-3.27,-9.458,10.026
64.799,-0.454898,-3.442862,-7.757214,8.499094,-0.523,-3.285,-8.988,9.597
64.819,-0.272939,-3.490746,-7.335834,8.128608,-0.401,-3.397,-8.22,8.912
64.839,0.354342,-4.204218,-8.537724,9.523326,-0.257,-3.578,-7.964,8.748
64.859,-0.47884,-4.644751,-10.43872,11.435465,-0.213,-3.946,-8.517,9.397
64.879,-0.483629,-4.754885,-9.466674,10.604751,-0.22,-4.274,-8.945,9.923
64.899,-0.196325,-3.490746,-8.360553,9.062157,-0.201,-4.274,-9.201,10.156
64.919,0.80924,-2.844312,-8.044518,8.570837,-0.087,-3.934,-9.078,9.918
64.939,-0.943315,-3.035848,-9.634268,10.145212,-0.204,-3.531,-8.877,9.596
64.96,-0.919373,-4.050989,-11.362882,12.098382,-0.312,-3.355,-9.351,9.969
64.979,-0.196325,-4.10845,-11.056423,11.796711,-0.312,-3.51,-10.025,10.653
64.999,-0.086191,-3.921702,-10.031705,10.771364,-0.536,-3.779,-10.521,11.203
65.019,0.081403,-3.754108,-8.552089,9.340138,-0.28,-3.959,-10.251,11.002
65.039,0.354342,-3.169923,-8.408437,8.993097,0.038,-3.739,-9.512,10.225
65.059,-0.737414,-3.031059,-8.394072,8.954973,-0.097,-3.469,-8.847,9.515
65.079,0.23942,-3.294421,-8.777143,9.378101,-0.016,-3.312,-8.533,9.167
65.099,-0.68953,-3.39019,-9.629479,10.232092,-0.208,-3.221,-8.802,9.39
65.119,-0.770933,-4.151546,-10.58716,11.398142,-0.49,-3.467,-9.347,9.991
65.139,-1.154005,-4.232949,-9.988609,10.909716,-0.594,-3.767,-9.746,10.48
65.159,-1.154005,-4.424485,-8.092402,9.294878,-0.942,-4.05,-9.574,10.459
65.179,0.344765,-3.696647,-8.954314,9.693493,-0.684,-4.126,-9.406,10.324
65.199,-0.814029,-4.223372,-9.931149,10.822533,-0.694,-4.144,-9.242,10.18
65.219,-0.895431,-4.151546,-9.548077,10.450019,-0.63,-4.124,-9.131,10.065
65.239,-0.550666,-3.998317,-9.595961,10.410198,-0.479,-4.017,-9.507,10.344
65.259,0.081403,-2.734178,-8.475474,8.905954,-0.545,-3.777,-9.388,10.147
65.279,-0.234632,-2.791639,-9.476251,9.881681,-0.4,-3.419,-9.274,9.912
65.299,-0.914585,-3.236961,-10.510546,11.035667,-0.405,-3.19,-9.515,10.058
65.319,-0.081403,-3.476381,-10.783484,11.330286,-0.287,-3.06,-9.811,10.288
65.339,-1.106121,-3.687071,-10.697293,11.36882,-0.584,-3.298,-10.367,10.904
65.36,-0.225055,-4.103662,-8.815451,9.7264,-0.582,-3.626,-10.202,10.865
65.379,-0.215478,-3.394978,-8.350976,9.017267,-0.407,-3.666,-9.662,10.361
65.399,-0.004788,-3.993528,-9.442732,10.252487,-0.388,-3.795,-9.327,10.091
65.419,-0.363919,-4.285621,-9.476251,10.406647,-0.202,-3.944,-9.021,9.851
65.439,-0.186748,-3.907337,-9.246407,10.03983,-0.193,-3.895,-9.129,9.929
65.459,-0.526724,-3.423708,-8.935161,9.583127,-0.271,-3.903,-9.275,10.071
65.479,-0.426168,-3.466804,-8.556877,9.242321,-0.376,-3.771,-9.054,9.818
65.499,-0.857124,-2.959233,-8.513782,9.054071,-0.499,-3.439,-8.813,9.48
65.519,-0.205901,-3.394978,-9.126697,9.73986,-0.504,-3.311,-8.783,9.405
65.539,-1.273715,-4.07972,-9.907207,10.789773,-0.691,-3.475,-9.026,9.707
65.559,-0.991199,-4.122815,-9.074024,10.015887,-0.832,-3.639,-9.155,9.9
65.579,-0.713472,-3.821146,-9.016563,9.818789,-0.796,-3.855,-9.281,10.091
65.599,-0.579397,-3.983952,-9.136273,9.98394,-0.889,-4.002,-9.284,10.152
65.619,-0.723049,-3.811569,-8.858546,9.670817,-0.752,-3.935,-9.021,9.872
65.639,-0.373495,-3.816358,-9.514558,10.258211,-0.597,-3.858,-9.131,9.933
65.659,-0.919373,-3.667917,-9.500193,10.225093,-0.649,-3.82,-9.252,10.035
65.679,-0.713472,-3.476381,-9.466674,10.110004,-0.682,-3.693,-9.335,10.066
65.699,-0.426168,-3.289633,-8.537724,9.159477,-0.608,-3.563,-9.255,9.938
65.719,-0.292093,-3.227384,-7.915231,8.552906,-0.588,-3.415,-8.855,9.512
65.739,-1.206678,-3.141193,-8.37013,9.02121,-0.66,-3.284,-8.572,9.211
65.759,-0.847547,-3.624821,-8.331821,9.125619,-0.693,-3.321,-8.289,8.965
65.779,-1.115698,-3.667917,-8.585608,9.402715,-0.866,-3.415,-8.301,9.026
65.799,-0.493206,-4.098873,-9.188946,10.073765,-0.916,-3.633,-8.619,9.406
65.819,-1.522712,-4.357447,-9.624691,10.6743,-0.995,-3.937,-8.933,9.819
65.839,-0.670376,-4.414908,-9.639056,10.623192,-0.95,-4.135,-9.26,10.194
65.859,-0.804452,-3.974375,-9.739613,10.550017,-0.873,-4.211,-9.548,10.48
65.879,-0.952892,-3.519476,-8.748413,9.47784,-0.988,-4.067,-9.438,10.331
65.899,-0.742203,-2.5187,-8.044518,8.462209,-0.792,-3.607,-9.043,9.778
65.919,-0.636858,-2.217031,-7.225701,7.584957,-0.784,-3.057,-8.44,9.019
65.939,-0.502782,-1.924938,-8.212111,8.449672,-0.709,-2.545,-8.058,8.494
65.959,-1.154005,-2.403779,-9.212888,9.590995,-0.759,-2.266,-8.174,8.522
65.979,-1.522712,-3.572149,-10.132261,10.850881,-0.954,-2.529,-8.696,9.119
66,-1.599327,-4.22816,-10.893618,11.794325,-1.195,-3.032,-9.613,10.171
66.019,-1.01993,-4.256891,-10.486604,11.363548,-1.324,-3.615,-10.181,10.9
66.039,-1.292869,-3.696647,-9.624691,10.390928,-1.359,-3.938,-10.284,11.1
66.059,-0.885855,-2.801216,-8.221688,8.730848,-1.199,-3.746,-9.807,10.57
66.079,-0.818817,-2.183512,-7.570466,7.921498,-1.004,-3.235,-8.976,9.602
66.099,-0.818817,-1.934515,-7.402872,7.695149,-0.954,-2.654,-8.205,8.685
66.119,0.086191,-2.140416,-7.321469,7.628415,-0.609,-2.265,-7.629,7.994
66.139,-0.732626,-2.025495,-9.308656,9.554603,-0.571,-2.071,-7.901,8.2
66.16,-0.933739,-3.634398,-9.907207,10.594029,-0.6,-2.434,-8.485,8.868
66.179,-0.392649,-3.639187,-10.141838,10.782149,-0.493,-2.86,-9.17,9.64
66.199,0.033519,-4.027047,-10.156203,10.925507,-0.506,-3.332,-9.878,10.464
66.219,-0.703895,-4.132392,-10.170568,11.000572,-0.499,-3.858,-10.094,10.826
66.239,-0.014365,-3.98874,-9.193734,10.021727,-0.269,-3.947,-9.916,10.683
66.259,0.086191,-3.074155,-9.677363,10.154271,-0.15,-3.806,-9.799,10.526
66.279,-0.363919,-3.457227,-9.193734,9.829018,-0.249,-3.663,-9.559,10.251
66.299,-0.11971,-3.246537,-9.14585,9.705715,-0.103,-3.442,-9.303,9.928
66.319,-0.191536,-3.107674,-8.858546,9.38979,-0.147,-3.221,-9.219,9.77
66.339,-0.464475,-2.442086,-10.395624,10.68871,-0.285,-3.063,-9.398,9.903
66.359,-0.459687,-3.189077,-10.352529,10.842342,-0.309,-2.996,-9.688,10.157
66.379,-0.076614,-3.457227,-10.563218,11.114849,-0.298,-3.049,-10.042,10.509
66.399,-0.124498,-3.825934,-10.682928,11.34805,-0.281,-3.229,-10.499,10.999
66.419,-0.081403,-3.845088,-10.299856,10.99447,-0.186,-3.579,-10.475,11.075
66.439,-0.378284,-3.457227,-10.012551,10.599373,-0.165,-3.646,-10.39,11.014
66.459,-0.59855,-3.007117,-8.446744,8.986017,-0.296,-3.534,-9.861,10.482
66.479,-0.229843,-2.360683,-7.345411,7.718854,-0.322,-3.168,-9.026,9.575
66.499,-0.608127,-2.533065,-7.575254,8.010662,-0.454,-2.84,-8.345,8.829
66.519,-0.6608,-2.892196,-6.655881,7.287126,-0.524,-2.698,-7.506,8.001
66.539,-0.177171,-3.394978,-7.73806,8.451913,-0.419,-2.795,-7.329,7.867
66.56,-0.78051,-4.596867,-11.080365,12.021434,-0.557,-3.354,-8.262,8.943
66.579,-0.756568,-5.535394,-11.334151,12.636296,-0.594,-4.105,-9.202,10.099
66.599,-0.526724,-4.285621,-9.131485,10.100891,-0.56,-4.453,-9.821,10.803
66.619,-0.876278,-2.844312,-7.532158,8.098851,-0.735,-4.316,-9.77,10.714
66.64,-0.407014,-2.255338,-7.062895,7.425409,-0.642,-3.73,-8.765,9.565
66.659,-0.952892,-2.183512,-7.809886,8.165173,-0.691,-2.892,-7.884,8.448
66.679,-0.172383,-2.365471,-8.767567,9.082697,-0.602,-2.412,-7.793,8.193
66.699,-0.02873,-3.222595,-10.060435,10.56401,-0.39,-2.507,-8.425,8.809
66.719,-0.790087,-3.763685,-10.898406,11.557025,-0.486,-2.884,-9.384,9.842
66.739,-0.952892,-3.634398,-10.251971,10.91878,-0.486,-3.247,-9.995,10.531
66.759,-0.574608,-3.687071,-9.366117,10.082104,-0.587,-3.577,-10.144,10.78
66.779,-1.125275,-3.160346,-8.963891,9.571069,-0.861,-3.561,-9.87,10.532
66.799,-0.742203,-2.571373,-8.868123,9.263176,-0.849,-3.263,-9.363,9.959
66.819,-0.54109,-2.959233,-9.390059,9.860175,-0.746,-3.095,-9.147,9.694
66.839,-0.402226,-2.542642,-9.241618,9.593452,-0.703,-2.808,-9.116,9.572
66.859,0.02873,-2.767697,-8.892065,9.312883,-0.414,-2.71,-9.098,9.507
66.879,-0.344765,-2.681506,-9.016563,9.413169,-0.315,-2.738,-9.135,9.545
66.899,0.402226,-3.256114,-9.045294,9.621923,-0.079,-2.812,-9.049,9.485
66.919,-1.197101,-3.045424,-10.951078,11.429513,-0.278,-2.938,-9.476,9.944
66.939,-0.574608,-4.606444,-10.251971,11.253995,-0.429,-3.397,-9.816,10.43
66.959,0.153229,-4.793192,-10.237606,11.305165,-0.304,-3.925,-10.121,10.903
66.979,-0.320823,-4.362236,-10.132261,11.036066,-0.485,-4.202,-10.393,11.256
66.999,-0.043096,-4.630386,-9.902418,10.931615,-0.196,-4.598,-10.131,11.132
67.019,-1.273715,-3.74932,-8.762778,9.615926,-0.371,-4.384,-9.759,10.722
67.042,-0.435745,-3.313575,-8.255207,8.906071,-0.518,-4.014,-9.263,10.122
67.059,-0.976834,-3.136404,-9.375694,9.93453,-0.682,-3.707,-9.074,9.847
67.079,-0.057461,-3.65834,-9.888053,10.543261,-0.686,-3.464,-9.07,9.75
67.099,-0.545878,-3.385401,-9.021352,9.651099,-0.504,-3.373,-9.135,9.759
67.119,-0.014365,-3.29921,-7.900866,8.562048,-0.399,-3.37,-9.046,9.673
67.139,-0.172383,-3.193865,-7.153875,7.836352,-0.198,-3.384,-8.491,9.148
67.159,0.201113,-3.404555,-8.307879,8.980662,-0.133,-3.321,-8.096,8.758
67.179,-2.049437,-3.773262,-10.893618,11.709338,-0.509,-3.418,-8.564,9.272
67.199,-1.441309,-4.534618,-10.208876,11.263271,-0.866,-3.727,-9.141,9.947
67.219,-1.063026,-3.409343,-9.619903,10.261392,-1.088,-3.78,-9.758,10.554
67.239,-0.785298,-2.973598,-8.8777,9.395347,-1.335,-3.673,-9.9,10.657
67.259,-0.881066,-2.30801,-8.537724,8.887964,-1.043,-3.306,-9.311,9.952
67.279,-0.981623,-2.27928,-8.034941,8.409457,-0.928,-2.743,-8.768,9.239
67.299,-0.402226,-1.70946,-8.226477,8.411834,-0.763,-2.318,-8.419,8.776
67.319,-0.402226,-2.221819,-8.288726,8.590765,-0.667,-2.13,-8.272,8.575
67.339,-0.177171,-2.432509,-9.562442,9.868575,-0.491,-2.161,-8.528,8.82
67.359,-0.277727,-3.337517,-10.070012,10.612318,-0.315,-2.425,-9.037,9.371
67.379,-0.737414,-3.289633,-11.180922,11.67812,-0.399,-2.82,-9.776,10.187
67.399,-0.081403,-4.405331,-11.080365,11.924264,-0.318,-3.366,-10.473,11.021
67.419,-0.100556,-2.983175,-10.769119,11.175123,-0.299,-3.504,-10.775,11.347
67.439,-0.440533,-2.873042,-9.476251,9.912001,-0.34,-3.388,-10.627,11.172
67.459,-0.057461,-2.059013,-7.915231,8.178858,-0.17,-3.08,-9.81,10.298
67.479,-0.23942,-1.92015,-7.503428,7.748918,-0.209,-2.459,-8.916,9.254
67.499,-0.09098,-2.418144,-8.173804,8.524481,-0.207,-2.318,-8.267,8.591
67.52,0.45011,-3.414132,-8.973468,9.611557,0.016,-2.453,-8.141,8.516
67.539,-0.124498,-4.22816,-10.840945,11.636964,-0.001,-2.995,-8.873,9.38
67.559,-1.297657,-4.960786,-11.310209,12.418299,-0.266,-3.755,-9.825,10.548
67.579,-0.885855,-5.181053,-10.778696,11.992011,-0.464,-4.446,-10.476,11.415
67.599,-1.398214,-4.462792,-9.576807,10.657708,-0.927,-4.708,-10.627,11.676
67.619,-0.35913,-4.060566,-8.710106,9.616814,-0.985,-4.666,-10.094,11.171
67.639,-0.847547,-2.724602,-8.082825,8.571689,-0.873,-4.107,-9.287,10.21
67.659,-0.957681,-2.451663,-8.00621,8.427764,-0.891,-3.425,-8.594,9.319
67.679,-1.661576,-1.991976,-7.920019,8.333997,-0.956,-2.807,-8.18,8.738
67.699,-1.383849,-2.375048,-7.594408,8.076566,-1.213,-2.386,-7.901,8.353
67.719,-0.895431,-2.920926,-9.030929,9.533692,-1.225,-2.435,-8.138,8.593
67.739,-1.776498,-3.734955,-11.803414,12.507055,-1.429,-2.756,-9.087,9.613
67.759,-1.474828,-4.146757,-12.545617,13.295233,-1.383,-3.294,-10.244,10.853
67.779,-1.450886,-3.854665,-9.964667,10.782305,-1.399,-3.664,-10.836,11.53
67.799,-1.312023,-2.734178,-8.178593,8.722759,-1.504,-3.618,-10.623,11.327
67.819,-1.642422,-2.020706,-6.708553,7.196214,-1.47,-3.189,-9.349,9.999
67.84,-1.23062,-1.216254,-7.752425,7.94316,-1.409,-2.456,-8.151,8.661
67.859,-0.828394,-2.035071,-8.312668,8.598151,-1.253,-2.002,-7.738,8.115
67.879,-1.412579,-2.269703,-9.351752,9.726366,-1.279,-1.885,-8.031,8.366
67.899,-0.914585,-2.896984,-9.619903,10.088187,-1.097,-2.105,-8.759,9.089
67.92,-0.881066,-3.471592,-11.243171,11.799878,-1.009,-2.668,-9.632,10.053
67.939,-0.134075,-4.189853,-11.133038,11.896108,-0.836,-3.207,-10.337,10.878
67.959,-0.90022,-2.504335,-10.620679,10.949014,-0.707,-3.266,-10.654,11.183
67.979,-0.272939,-2.327164,-8.365341,8.687297,-0.547,-3.123,-10.341,10.833
68,-0.54109,-1.16837,-8.475474,8.57272,-0.462,-2.547,-9.649,10.026
68.019,-0.258574,-2.063802,-7.603985,7.883319,-0.493,-2.016,-8.766,9.023
